Aluguel,Extras,Localização,Tamanho,Quartos,Banheiros,Link,Bairro
R$ 3.000 /mês,0.0,"Capim Macio, Natal - RN",87,2 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-87m2-aluguel-RS3000-id-2720423199/,Capim Macio
R$ 1.130 /mês,0.0,"Rua Horácio Dantas, 138 - Candelária, Natal - RN",25,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-candelaria-bairros-natal-com-garagem-25m2-aluguel-RS1130-id-2608587005/,Candelária
R$ 1.600 /mês,350.0,"Rua Comerciário Carlos Serrano, 2003 - Lagoa Nova, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-35m2-aluguel-RS1600-id-2718438639/,Lagoa Nova
R$ 1.200 /mês,350.0,"Rua Comerciário Carlos Serrano, 2003 - Lagoa Nova, Natal - RN",36,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-36m2-aluguel-RS1200-id-2745248935/,Lagoa Nova
R$ 2.300 /mês,1.0,"Rua Professor Pedro Pinheiro de Souza, 95 - Ponta Negra, Natal - RN",54,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-54m2-aluguel-RS2300-id-2743520034/,Ponta Negra
R$ 850 /mês,0.0,"Rua Jairo Tinoco, 1510 - Lagoa Nova, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-35m2-aluguel-RS850-id-2746494558/,Lagoa Nova
R$ 2.200 /mês,0.0,"Rua Desembargador Régulo Tinoco, 1327 - Barro Vermelho, Natal - RN",58,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barro-vermelho-bairros-natal-com-garagem-58m2-aluguel-RS2200-id-2740686500/,Barro Vermelho
R$ 1.900 /mês,0.0,"Rua Monsenhor José Paulino - Tirol, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-tirol-bairros-natal-com-garagem-55m2-aluguel-RS1900-id-2739405529/,Tirol
"R$ 1.401 /mês
Preço abaixo do mercado",0.0,"Travessa Adolfo Gordo, 1331 - Cidade da Esperança, Natal - RN",75,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-da-esperanca-bairros-natal-com-garagem-75m2-aluguel-RS1401-id-2736428589/,Cidade da Esperança
R$ 2.600 /mês,0.0,"Ponta Negra, Natal - RN",54,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-54m2-aluguel-RS2600-id-2742137286/,Ponta Negra
R$ 1.500 /mês,0.0,"Rua Praia de Camboinhas, 9113 - Ponta Negra, Natal - RN",36,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-36m2-aluguel-RS1500-id-2746238204/,Ponta Negra
R$ 2.500 /mês,0.0,"Capim Macio, Natal - RN",54,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-54m2-aluguel-RS2500-id-2739974041/,Capim Macio
R$ 2.200 /mês,600.0,"Ponta Negra, Natal - RN",58,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-58m2-aluguel-RS2200-id-2682503989/,Ponta Negra
R$ 1.800 /mês,0.0,"Rua Doutor José Bezerra, 120 - Barro Vermelho, Natal - RN",58,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barro-vermelho-bairros-natal-com-garagem-58m2-aluguel-RS1800-id-2744927904/,Barro Vermelho
R$ 1.350 /mês,0.0,"Rua Maria Lamas Farache, 1 - Capim Macio, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-capim-macio-bairros-natal-35m2-aluguel-RS1350-id-2670599802/,Capim Macio
R$ 2.400 /mês,0.0,"Rua Industrial João Motta, 1637 - Capim Macio, Natal - RN",56,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-56m2-aluguel-RS2400-id-2745294835/,Capim Macio
"R$ 1.700 /mês
Preço abaixo do mercado",1130.0,"Rua Conselheiro Brito Guerra, 1005 - Tirol, Natal - RN",103,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-103m2-venda-RS385000-id-2702750382/,Tirol
R$ 1.750 /mês,0.0,"Capim Macio, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-56m2-aluguel-RS1750-id-2741546862/,Capim Macio
R$ 2.200 /mês,0.0,"Ponta Negra, Natal - RN",53,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-53m2-aluguel-RS2200-id-2716239411/,Ponta Negra
R$ 2.950 /mês,0.0,"Rua Neuza Farache, 1971 - Capim Macio, Natal - RN",82,2 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-82m2-aluguel-RS2950-id-2726389970/,Capim Macio
R$ 1.900 /mês,0.0,"Rua Desportista Jeremias Pinheiro da Câmara Filho, 270 - Ponta Negra, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-50m2-aluguel-RS1900-id-2742834556/,Ponta Negra
R$ 950 /mês,0.0,"Rua Santa Inês, 255 - Pajuçara, Natal - RN",48,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pajucara-bairros-natal-com-garagem-48m2-aluguel-RS950-id-2733880741/,Pajuçara
R$ 2.100 /mês,0.0,"Petrópolis, Natal - RN",65,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-petropolis-bairros-natal-com-garagem-65m2-aluguel-RS2100-id-2723894576/,Petrópolis
"R$ 1.000 /mês
Preço abaixo do mercado",278.0,"Avenida Interventor Mário Câmara, 4484 - Cidade da Esperança, Natal - RN",58,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-cidade-da-esperanca-bairros-natal-com-garagem-58m2-aluguel-RS1000-id-2743356991/,Cidade da Esperança
R$ 1.900 /mês,350.0,"Lagoa Nova, Natal - RN",47,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-47m2-aluguel-RS1900-id-2745554018/,Lagoa Nova
R$ 1.699 /mês,0.0,"Rua Edson Teixeira da Silva, 270 - Ponta Negra, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-50m2-aluguel-RS1699-id-2734981017/,Ponta Negra
R$ 1.800 /mês,0.0,"Avenida Almirante Alexandrino de Alencar, 900 - Lagoa Seca, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-seca-bairros-natal-com-garagem-50m2-aluguel-RS1800-id-2741777009/,Lagoa Seca
R$ 1.100 /mês,0.0,"Rua Doutor Alexander Fleming, 1846 - Capim Macio, Natal - RN",45,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-capim-macio-bairros-natal-com-garagem-45m2-aluguel-RS1100-id-2744066663/,Capim Macio
R$ 2.100 /mês,1.0,"Avenida Engenheiro Roberto Freire, 54 - Ponta Negra, Natal - RN",44,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-44m2-aluguel-RS2100-id-2747664693/,Ponta Negra
R$ 1.600 /mês,0.0,"Rua Edson Teixeira da Silva - Ponta Negra, Natal - RN",47,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-47m2-aluguel-RS1600-id-2735005627/,Ponta Negra
R$ 1.100 /mês,0.0,"Avenida Moema Tinoco da Cunha Lima, 885 - Pajuçara, Natal - RN",44,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pajucara-bairros-natal-com-garagem-44m2-aluguel-RS1100-id-2706852504/,Pajuçara
R$ 2.100 /mês,0.0,"Rua Praia de Camurupim, 2106 - Ponta Negra, Natal - RN",40,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-40m2-aluguel-RS2100-id-2742200559/,Ponta Negra
R$ 2.100 /mês,0.0,"Capim Macio, Natal - RN",84,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-84m2-aluguel-RS2100-id-2733464870/,Capim Macio
R$ 2.200 /mês,0.0,"Capim Macio, Natal - RN",63,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-63m2-aluguel-RS2200-id-2706953340/,Capim Macio
"R$ 1.100 /mês
Preço abaixo do mercado",0.0,"Avenida Moema Tinoco da Cunha Lima, 206 - Pajuçara, Natal - RN",56,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pajucara-bairros-natal-com-garagem-56m2-aluguel-RS1100-id-2736931053/,Pajuçara
R$ 1.900 /mês,0.0,"Avenida Engenheiro Roberto Freire, 42220 - Ponta Negra, Natal - RN",29,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-29m2-aluguel-RS1900-id-2716179101/,Ponta Negra
R$ 1.450 /mês,1.0,"Avenida Poços de Caldas, 2135 - Ponta Negra, Natal - RN",46,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-46m2-aluguel-RS1450-id-2741206456/,Ponta Negra
R$ 2.200 /mês,0.0,"Petrópolis, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-petropolis-bairros-natal-com-garagem-56m2-aluguel-RS2200-id-2742970953/,Petrópolis
R$ 1.500 /mês,600.0,"Avenida Vinte e Cinco de Dezembro, 525 - Praia do Meio, Natal - RN",46,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-praia-do-meio-bairros-natal-com-garagem-46m2-venda-RS125000-id-2733266344/,Praia do Meio
R$ 1.828 /mês,490.0,"Rua São Matias, 10 - Ponta Negra, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-35m2-venda-RS188888-id-2630973088/,Ponta Negra
R$ 2.450 /mês,0.0,"Rua Praia de Camboinhas - Ponta Negra, Natal - RN",42,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-42m2-aluguel-RS2450-id-2740904884/,Ponta Negra
R$ 2.800 /mês,0.0,"Rua Praia de Jacumã, 9072 - Ponta Negra, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-50m2-aluguel-RS2800-id-2742199670/,Ponta Negra
R$ 2.200 /mês,0.0,"Capim Macio, Natal - RN",69,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-69m2-aluguel-RS2200-id-2731408123/,Capim Macio
R$ 1.800 /mês,0.0,"Avenida Presidente Café Filho, 836 - Praia do Meio, Natal - RN",50,1 Quarto,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-1-quartos-praia-do-meio-bairros-natal-com-garagem-50m2-venda-RS160000-id-2693082605/,Praia do Meio
R$ 2.500 /mês,0.0,"Rua Doutor Manoel Augusto Bezerra de Araújo, 230 - Ponta Negra, Natal - RN",56,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-56m2-aluguel-RS2500-id-2649007503/,Ponta Negra
R$ 900 /mês,330.0,"Rua Monte Celeste, 455 - Planalto, Natal - RN",55,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-planalto-bairros-natal-com-garagem-55m2-aluguel-RS900-id-2719514312/,Planalto
R$ 2.200 /mês,0.0,"Rua Samaria, 3632 - Candelária, Natal - RN",113,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-113m2-aluguel-RS2200-id-2738154335/,Candelária
R$ 1.200 /mês,0.0,"Rua dos Pajeús - Alecrim, Natal - RN",54,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-alecrim-bairros-natal-54m2-aluguel-RS1200-id-2729757214/,Alecrim
R$ 1.400 /mês,0.0,"Rua Doutor Amaro Ienaga, 370 - Pajuçara, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pajucara-bairros-natal-com-garagem-50m2-aluguel-RS1400-id-2736938993/,Pajuçara
R$ 1.050 /mês,450.0,"Candelária, Natal - RN",100,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-candelaria-bairros-natal-com-garagem-100m2-aluguel-RS1050-id-2743156061/,Candelária
"R$ 2.200 /mês
Preço abaixo do mercado",0.0,"Candelária, Natal - RN",113,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-113m2-aluguel-RS2200-id-2734954030/,Candelária
"R$ 1.400 /mês
Preço abaixo do mercado",307.0,"Pitimbu, Natal - RN",50,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pitimbu-bairros-natal-com-garagem-50m2-aluguel-RS1400-id-2747739401/,Pitimbu
R$ 2.200 /mês,0.0,"Candelária, Natal - RN",114,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-114m2-aluguel-RS2200-id-2744777652/,Candelária
R$ 1.600 /mês,0.0,"Lagoa Nova, Natal - RN",28,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-28m2-aluguel-RS1600-id-2745607995/,Lagoa Nova
R$ 1.600 /mês,0.0,"Avenida Hermes da Fonseca, 1288 - Tirol, Natal - RN",70,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-70m2-aluguel-RS1600-id-2743681170/,Tirol
R$ 2.200 /mês,0.0,"Candelária, Natal - RN",110,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-110m2-aluguel-RS2200-id-2734877738/,Candelária
"R$ 2.500 /mês
Preço abaixo do mercado",0.0,"Ponta Negra, Natal - RN",54,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-54m2-aluguel-RS2500-id-2643638114/,Ponta Negra
R$ 2.000 /mês,380.0,"Ponta Negra, Natal - RN",58,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-58m2-aluguel-RS2000-id-2747710823/,Ponta Negra
R$ 2.600 /mês,0.0,"Avenida Praia de Pirangi, 2230 - Ponta Negra, Natal - RN",48,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-48m2-aluguel-RS2600-id-2746924600/,Ponta Negra
R$ 1.200 /mês,0.0,"Rua João Tó - Ponta Negra, Natal - RN",31,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-31m2-aluguel-RS1200-id-2694103115/,Ponta Negra
R$ 2.500 /mês,0.0,"Rua Historiador Francisco Fausto de Souza, 885 - Capim Macio, Natal - RN",56,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-com-garagem-56m2-aluguel-RS2500-id-2744425499/,Capim Macio
R$ 1.500 /mês,0.0,"Rua Aristides Porpino Filho, 209 - Ponta Negra, Natal - RN",42,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-42m2-aluguel-RS1500-id-2734008019/,Ponta Negra
R$ 2.200 /mês,0.0,"Rua Desembargador Túlio Bezerra de Melo - Candelária, Natal - RN",113,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-candelaria-bairros-natal-com-garagem-113m2-aluguel-RS2200-id-2736094460/,Candelária
R$ 900 /mês,0.0,"Rua Santa Inês, 255 - Pajuçara, Natal - RN",47,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pajucara-bairros-natal-47m2-aluguel-RS900-id-2744415525/,Pajuçara
R$ 1.400 /mês,0.0,"Avenida Hermes da Fonseca, 1288 - Tirol, Natal - RN",73,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-73m2-aluguel-RS1400-id-2743581556/,Tirol
R$ 2.500 /mês,0.0,"Lagoa Nova, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-nova-bairros-natal-com-garagem-56m2-aluguel-RS2500-id-2741279153/,Lagoa Nova
R$ 1.600 /mês,0.0,"Avenida das Brancas Dunas, 2016 - Candelária, Natal - RN",69,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-candelaria-bairros-natal-69m2-aluguel-RS1600-id-2745997797/,Candelária
R$ 2.500 /mês,0.0,"Rua Doutor Vicente Farache, 365 - Tirol, Natal - RN",75,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-tirol-bairros-natal-com-garagem-75m2-aluguel-RS2500-id-2715626108/,Tirol
"R$ 1.900 /mês
Preço abaixo do mercado",0.0,"Rua Sérgio Severo, 1341 - Lagoa Nova, Natal - RN",55,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-lagoa-nova-bairros-natal-com-garagem-55m2-aluguel-RS1900-id-2740832593/,Lagoa Nova
"R$ 2.100 /mês
Preço abaixo do mercado",0.0,"Barro Vermelho, Natal - RN",57,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-barro-vermelho-bairros-natal-com-garagem-57m2-aluguel-RS2100-id-2720991359/,Barro Vermelho
R$ 1.800 /mês,0.0,"Ponta Negra, Natal - RN",68,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-68m2-aluguel-RS1800-id-2704284334/,Ponta Negra
R$ 2.390 /mês,430.0,"Rua da Campina, 140 - Ponta Negra, Natal - RN",56,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-56m2-venda-RS335000-id-2736927538/,Ponta Negra
R$ 2.200 /mês,0.0,"Avenida Deputado Antônio Florêncio de Queiroz, 2995 - Ponta Negra, Natal - RN",59,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-59m2-venda-RS420000-id-2743034752/,Ponta Negra
R$ 2.199 /mês,0.0,"Capim Macio, Natal - RN",68,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-68m2-aluguel-RS2199-id-2712204111/,Capim Macio
R$ 1.100 /mês,0.0,"Avenida dos Caiapós - Pitimbu, Natal - RN",55,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pitimbu-bairros-natal-com-garagem-55m2-aluguel-RS1100-id-2740174013/,Pitimbu
"R$ 1.400 /mês
Preço abaixo do mercado",0.0,"Rua Sandoval Capistrano, 1497 - Lagoa Nova, Natal - RN",62,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-nova-bairros-natal-com-garagem-62m2-aluguel-RS1400-id-2735148817/,Lagoa Nova
R$ 1.400 /mês,720.0,"Rua Desembargador José Gomes da Costa - Capim Macio, Natal - RN",72,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-72m2-aluguel-RS1400-id-2739867852/,Capim Macio
R$ 2.900 /mês,0.0,"Rua Poeta Jorge Fernandes, 0 - Ponta Negra, Natal - RN",60,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-60m2-aluguel-RS2900-id-2746185928/,Ponta Negra
R$ 2.201 /mês,0.0,"Rua Teatrólogo Meira Pires, 1993 - Capim Macio, Natal - RN",116,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-116m2-aluguel-RS2201-id-2732751938/,Capim Macio
R$ 2.201 /mês,0.0,"Rua Teatrólogo Meira Pires, 1993 - Capim Macio, Natal - RN",116,3 Quartos,3 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-116m2-aluguel-RS2201-id-2732751938/,Capim Macio
R$ 2.198 /mês,0.0,"Avenida Praia de Pirangi, 2230 - Ponta Negra, Natal - RN",47,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-47m2-aluguel-RS2198-id-2722521335/,Ponta Negra
R$ 2.300 /mês,0.0,"Rua Edson Teixeira da Silva, 270 - Ponta Negra, Natal - RN",47,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-47m2-aluguel-RS2300-id-2741351743/,Ponta Negra
R$ 1.800 /mês,0.0,"Ponta Negra, Natal - RN",55,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-55m2-aluguel-RS1800-id-2733409739/,Ponta Negra
R$ 2.200 /mês,0.0,"Nova Descoberta, Natal - RN",65,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-nova-descoberta-bairros-natal-com-garagem-65m2-aluguel-RS2200-id-2698730981/,Nova Descoberta
R$ 1.500 /mês,0.0,"Rua Aristides Porpino Filho, 209 - Ponta Negra, Natal - RN",42,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-42m2-aluguel-RS1500-id-2745295613/,Ponta Negra
R$ 900 /mês,0.0,"Rua Santa Inês, 255 - Pajuçara, Natal - RN",48,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pajucara-bairros-natal-com-garagem-48m2-aluguel-RS900-id-2716645910/,Pajuçara
R$ 2.800 /mês,0.0,"Ponta Negra, Natal - RN",60,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-60m2-aluguel-RS2800-id-2745211891/,Ponta Negra
R$ 2.300 /mês,0.0,"Rua dos Tororós, 2394 - Lagoa Nova, Natal - RN",54,2 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-2-quartos-lagoa-nova-bairros-natal-com-garagem-54m2-aluguel-RS2300-id-2732826330/,Lagoa Nova
R$ 1.800 /mês,0.0,"Rua Historiador Francisco Fausto de Souza - Capim Macio, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-capim-macio-bairros-natal-com-garagem-35m2-aluguel-RS1800-id-2746240495/,Capim Macio
R$ 1.600 /mês,890.0,"Ponta Negra, Natal - RN",98,3 Quartos,2 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ponta-negra-bairros-natal-com-garagem-98m2-aluguel-RS1600-id-2735359134/,Ponta Negra
R$ 1.700 /mês,0.0,"Rua Jatuarana, 23 - Ponta Negra, Natal - RN",50,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-50m2-aluguel-RS1700-id-2698708563/,Ponta Negra
R$ 1.250 /mês,0.0,"Avenida Moema Tinoco da Cunha Lima, 805 - Pajuçara, Natal - RN",43,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-pajucara-bairros-natal-com-garagem-43m2-aluguel-RS1250-id-2738372317/,Pajuçara
"R$ 1.650 /mês
Preço abaixo do mercado",0.0,"Capim Macio, Natal - RN",67,3 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-3-quartos-capim-macio-bairros-natal-com-garagem-67m2-aluguel-RS1650-id-2739260423/,Capim Macio
R$ 1.300 /mês,0.0,"Rua Vila do Mar, 121 - Ponta Negra, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-com-garagem-35m2-aluguel-RS1300-id-2697823507/,Ponta Negra
R$ 3.000 /mês,0.0,"Avenida Praia de Ponta Negra - Ponta Negra, Natal - RN",54,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-ponta-negra-bairros-natal-com-garagem-54m2-aluguel-RS3000-id-2723466042/,Ponta Negra
R$ 750 /mês,0.0,"Rua Calistrato Carrilho, 19 - Barro Vermelho, Natal - RN",35,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-barro-vermelho-bairros-natal-35m2-aluguel-RS750-id-2697020989/,Barro Vermelho
R$ 2.000 /mês,1.0,"Rua Ismael Pereira da Silva, 1628 - Capim Macio, Natal - RN",40,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-capim-macio-bairros-natal-com-garagem-40m2-aluguel-RS2000-id-2569332056/,Capim Macio
"R$ 2.500 /mês
Preço abaixo do mercado",0.0,"Ponta Negra, Natal - RN",102,3 Quartos,4 Banheiros,https://www.vivareal.com.br/imovel/apartamento-3-quartos-ponta-negra-bairros-natal-com-garagem-102m2-aluguel-RS2500-id-2738764924/,Ponta Negra
R$ 2.500 /mês,0.0,"Ponta Negra, Natal - RN",33,1 Quarto,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-1-quartos-ponta-negra-bairros-natal-33m2-aluguel-RS2500-id-2637493903/,Ponta Negra
R$ 1.200 /mês,0.0,"Rua Professor Levi Higino Jales, 2990 - Capim Macio, Natal - RN",45,2 Quartos,1 Banheiro,https://www.vivareal.com.br/imovel/apartamento-2-quartos-capim-macio-bairros-natal-45m2-aluguel-RS1200-id-2731162819/,Capim Macio
